BEGIN DSCRDATA
% INDEX	K01	L01	M01	K02	L02	M02	K03	L03	M03	K04	L04	M04	K05	L05	M05	K06	L06	M06	K07	L07	M07	K08	L08	M08	K09	L09	M09	K10	L10	M10	K11	L11	M11	K12	L12	M12	K13	L13	M13	K14	L14	M14	K15	L15	M15	K16	L16	M16	K17	L17	M17	K18	L18	M18
136	2.4E-12	1E10	1E10	1E-30	1.98914705259187E-10	1E10	1E-30	1E10	0.16024988421433	3.18427300113774E-10	1.11944454537484E-12	6.97642502596781E-02	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
137	2.5E-12	1E10	1E10	1E-30	2.4008752952471E-10	1E10	1E-30	1E10	0.16	5.90181096696264E-11	5.16386271048421E-12	1.1822915120475	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
138	2.5E-12	1E10	1E10	1E-30	2.4008752952471E-10	1E10	1E-30	1E10	0.16	5.90181096696264E-11	5.16386271048421E-12	1.1822915120475	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
139	2.5E-12	1E10	1E10	1E-30	2.4008752952471E-10	1E10	1E-30	1E10	0.16	5.90181096696264E-11	5.16386271048421E-12	1.1822915120475	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
140	2.5E-12	1E10	1E10	1E-30	1.95667803266528E-10	1E10	1E-30	1E10	0.157914040389625	2.7374906518564E-10	1.13710127258882E-12	8.48458711818175E-02	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
141	2.5E-12	1E10	1E10	1E-30	1.95667803266528E-10	1E10	1E-30	1E10	0.157914040389625	2.7374906518564E-10	1.13710127258882E-12	8.48458711818175E-02	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
142	2.5E-12	1E10	1E10	1E-30	1.95667803266528E-10	1E10	1E-30	1E10	0.157914040389625	2.7374906518564E-10	1.13710127258882E-12	8.48458711818175E-02	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
143	2.6E-12	1E10	1E10	1E-30	1.67471243188561E-10	1E10	1E-30	1E10	0.14	8.00584727388162E-12	3.69822632191229E-11	1E5	1.60817651410826E-11	1.73502244310747E-11	9.41580684365992	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
144	2.6E-12	1E10	1E10	1E-30	1.67471243188561E-10	1E10	1E-30	1E10	0.14	8.00584727388162E-12	3.69822632191229E-11	1E5	1.60817651410826E-11	1.73502244310747E-11	9.41580684365992	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
145	2.6E-12	1E10	1E10	1E-30	1.67471243188561E-10	1E10	1E-30	1E10	0.14	8.00584727388162E-12	3.69822632191229E-11	1E5	1.60817651410826E-11	1.73502244310747E-11	9.41580684365992	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
146	2.6E-12	1E10	1E10	1E-30	2.00556143379714E-10	1E10	1E-30	1E10	0.148569554855238	3.78799970287481E-10	1.03732639476488E-12	8.59358472464298E-02	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
147	2.6E-12	1E10	1E10	1E-30	2.00556143379714E-10	1E10	1E-30	1E10	0.148569554855238	3.78799970287481E-10	1.03732639476488E-12	8.59358472464298E-02	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
148	2.6E-12	1E10	1E10	1E-30	2.00556143379714E-10	1E10	1E-30	1E10	0.148569554855238	3.78799970287481E-10	1.03732639476488E-12	8.59358472464298E-02	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
149	2.7E-12	1E10	1E10	1E-30	1.67471243188561E-10	1E10	1E-30	1E10	0.14	8.00584727388162E-12	3.69822632191229E-11	1E5	1.60817651410826E-11	1.73502244310747E-11	9.41580684365992	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
150	2.7E-12	1E10	1E10	1E-30	1.67471243188561E-10	1E10	1E-30	1E10	0.14	8.00584727388162E-12	3.69822632191229E-11	1E5	1.60817651410826E-11	1.73502244310747E-11	9.41580684365992	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
151	2.7E-12	1E10	1E10	1E-30	1.67471243188561E-10	1E10	1E-30	1E10	0.14	8.00584727388162E-12	3.69822632191229E-11	1E5	1.60817651410826E-11	1.73502244310747E-11	9.41580684365992	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
152	2.7E-12	1E10	1E10	1E-30	1.99561834350982E-10	1E10	1E-30	1E10	0.137863823658347	2.61798944070399E-10	1.34902999463369E-12	0.101178899605652	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
153	2.7E-12	1E10	1E10	1E-30	1.99561834350982E-10	1E10	1E-30	1E10	0.137863823658347	2.61798944070399E-10	1.34902999463369E-12	0.101178899605652	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
154	2.7E-12	1E10	1E10	1E-30	1.99561834350982E-10	1E10	1E-30	1E10	0.137863823658347	2.61798944070399E-10	1.34902999463369E-12	0.101178899605652	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
155	2.8E-12	1E10	1E10	1E-30	1.67471243188561E-10	1E10	1E-30	1E10	0.14	8.00584727388162E-12	3.69822632191229E-11	1E5	1.60817651410826E-11	1.73502244310747E-11	9.41580684365992	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
156	2.8E-12	1E10	1E10	1E-30	1.67471243188561E-10	1E10	1E-30	1E10	0.14	8.00584727388162E-12	3.69822632191229E-11	1E5	1.60817651410826E-11	1.73502244310747E-11	9.41580684365992	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
157	2.8E-12	1E10	1E10	1E-30	1.67471243188561E-10	1E10	1E-30	1E10	0.14	8.00584727388162E-12	3.69822632191229E-11	1E5	1.60817651410826E-11	1.73502244310747E-11	9.41580684365992	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
158	2.8E-12	1E10	1E10	1E-30	2.00461546121016E-10	1E10	1E-30	1E10	0.130424786063608	2.95383494297276E-12	7.24230023317977E-12	1.13868541674123	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
159	2.8E-12	1E10	1E10	1E-30	2.00461546121016E-10	1E10	1E-30	1E10	0.130424786063608	2.95383494297276E-12	7.24230023317977E-12	1.13868541674123	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
160	2.8E-12	1E10	1E10	1E-30	2.00461546121016E-10	1E10	1E-30	1E10	0.130424786063608	2.95383494297276E-12	7.24230023317977E-12	1.13868541674123	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
161	2.9E-12	1E10	1E10	1E-30	2.56402775211379E-10	1E10	1E-30	1E10	0.135	6.91871681532692E-11	4.30755724230773E-12	0.247916073123771	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
162	2.9E-12	1E10	1E10	1E-30	2.56402775211379E-10	1E10	1E-30	1E10	0.135	6.91871681532692E-11	4.30755724230773E-12	0.247916073123771	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
163	2.9E-12	1E10	1E10	1E-30	2.56402775211379E-10	1E10	1E-30	1E10	0.135	6.91871681532692E-11	4.30755724230773E-12	0.247916073123771	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
164	2.9E-12	1E10	1E10	1E-30	2.04851619299442E-10	1E10	1E-30	1E10	0.128197385559358	2.15095616319714E-10	1.65772373690164E-12	0.112955919262322	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
165	2.9E-12	1E10	1E10	1E-30	2.04851619299442E-10	1E10	1E-30	1E10	0.128197385559358	2.15095616319714E-10	1.65772373690164E-12	0.112955919262322	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
166	2.9E-12	1E10	1E10	1E-30	2.04851619299442E-10	1E10	1E-30	1E10	0.128197385559358	2.15095616319714E-10	1.65772373690164E-12	0.112955919262322	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
167	3E-12	1E10	1E10	1E-30	2.56402775211379E-10	1E10	1E-30	1E10	0.135	6.91871681532692E-11	4.30755724230773E-12	0.247916073123771	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
168	3E-12	1E10	1E10	1E-30	2.56402775211379E-10	1E10	1E-30	1E10	0.135	6.91871681532692E-11	4.30755724230773E-12	0.247916073123771	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
169	3E-12	1E10	1E10	1E-30	2.56402775211379E-10	1E10	1E-30	1E10	0.135	6.91871681532692E-11	4.30755724230773E-12	0.247916073123771	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
170	3E-12	1E10	1E10	1E-30	1.99586449630297E-10	1E10	1E-30	1E10	0.121407327506164	7.3358970118424E-11	2.24019566120046E-12	0.121345575957654	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
171	3E-12	1E10	1E10	1E-30	1.99586449630297E-10	1E10	1E-30	1E10	0.121407327506164	7.3358970118424E-11	2.24019566120046E-12	0.121345575957654	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
172	3E-12	1E10	1E10	1E-30	1.99586449630297E-10	1E10	1E-30	1E10	0.121407327506164	7.3358970118424E-11	2.24019566120046E-12	0.121345575957654	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
173	3.1E-12	1E10	1E10	1E-30	2.56402775211379E-10	1E10	1E-30	1E10	0.135	6.91871681532692E-11	4.30755724230773E-12	0.247916073123771	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
174	3.1E-12	1E10	1E10	1E-30	2.56402775211379E-10	1E10	1E-30	1E10	0.135	6.91871681532692E-11	4.30755724230773E-12	0.247916073123771	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
175	3.1E-12	1E10	1E10	1E-30	2.56402775211379E-10	1E10	1E-30	1E10	0.135	6.91871681532692E-11	4.30755724230773E-12	0.247916073123771	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
176	3.1E-12	1E10	1E10	1E-30	2.0129704368076E-10	1E10	1E-30	1E10	0.119760251294059	1.47070408631782E-10	2.06688724441277E-12	0.293602508278661	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
177	3.1E-12	1E10	1E10	1E-30	2.0129704368076E-10	1E10	1E-30	1E10	0.119760251294059	1.47070408631782E-10	2.06688724441277E-12	0.293602508278661	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
178	3.1E-12	1E10	1E10	1E-30	2.0129704368076E-10	1E10	1E-30	1E10	0.119760251294059	1.47070408631782E-10	2.06688724441277E-12	0.293602508278661	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
179	3.2E-12	1E10	1E10	1E-30	2.61371976724702E-10	1E10	1E-30	1E10	0.13	1.03036978371314E-10	3.92451426798379E-12	0.309787156998987	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
180	3.2E-12	1E10	1E10	1E-30	2.61371976724702E-10	1E10	1E-30	1E10	0.13	1.03036978371314E-10	3.92451426798379E-12	0.309787156998987	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
181	3.2E-12	1E10	1E10	1E-30	2.61371976724702E-10	1E10	1E-30	1E10	0.13	1.03036978371314E-10	3.92451426798379E-12	0.309787156998987	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
182	3.2E-12	1E10	1E10	1E-30	2.02955344769729E-10	1E10	1E-30	1E10	0.115666898228798	1.12084611135767E-10	2.30501772881119E-12	0.216230496549306	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
183	3.2E-12	1E10	1E10	1E-30	2.02955344769729E-10	1E10	1E-30	1E10	0.115666898228798	1.12084611135767E-10	2.30501772881119E-12	0.216230496549306	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
184	3.2E-12	1E10	1E10	1E-30	2.02955344769729E-10	1E10	1E-30	1E10	0.115666898228798	1.12084611135767E-10	2.30501772881119E-12	0.216230496549306	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
